51.50853-0.12574	51.50853	0.12574	2001	1	19	6:00:00 PM	6.51	4.74	1015.696	88.188	4.031	12.20	10.44	102.31
51.50853-0.12574	51.50853	0.12574	2001	1	19	9:00:00 PM	6.46	3.96	1017.632	84.2	5.264	4.44	13.98	104.91
51.50853-0.12574	51.50853	0.12574	2001	1	20	12:00:00 AM	5.54	2.19	1020.841	79.4	5.808	1.82	4.95	108.45
51.50853-0.12574	51.50853	0.12574	2001	1	20	3:00:00 AM	3.55	-2.45	1023.878	64.822	4.694	8.78	16.45	104.34
51.50853-0.12574	51.50853	0.12574	2001	1	20	6:00:00 AM	2.63	-1.76	1025.382	72.737	4.443	23.01	1.37	105.07
51.50853-0.12574	51.50853	0.12574	2001	1	20	9:00:00 AM	2.06	-1.66	1025.394	76.361	4.129	23.11	-2.24	106.74
51.50853-0.12574	51.50853	0.12574	2001	1	20	12:00:00 PM	1.31	-1.94	1024.998	78.609	3.392	22.46	17.62	108.88
51.50853-0.12574	51.50853	0.12574	2001	1	20	3:00:00 PM	1.33	-1.88	1025.062	79	2.644	20.57	10.30	102.50
51.50853-0.12574	51.50853	0.12574	2001	1	20	6:00:00 PM	4.35	-0.95	1022.7	68.6	2.179	8.16	0.67	100.26
51.50853-0.12574	51.50853	0.12574	2001	1	20	9:00:00 PM	4.91	-0.89	1019.115	66.2	3.147	12.85	13.38	106.77
51.50853-0.12574	51.50853	0.12574	2001	1	21	12:00:00 AM	3.67	-0.74	1014.701	72.785	3.727	8.98	2.21	102.88
51.50853-0.12574	51.50853	0.12574	2001	1	21	3:00:00 AM	4.77	1.64	1008.685	80	5.49	2.40	12.49	107.94
51.50853-0.12574	51.50853	0.12574	2001	1	21	6:00:00 AM	5.56	2.76	1003.656	82.025	7.318	12.78	5.53	107.50
51.50853-0.12574	51.50853	0.12574	2001	1	21	9:00:00 AM	4.6	2.68	1000.604	87.603	3.066	15.44	12.28	104.71
51.50853-0.12574	51.50853	0.12574	2001	1	21	12:00:00 PM	3.48	-0.34	999.347	76.137	4.315	1.08	10.97	107.35
51.50853-0.12574	51.50853	0.12574	2001	1	21	3:00:00 PM	3.03	0.15	1000.068	81.3	3.604	16.02	9.83	107.21
51.50853-0.12574	51.50853	0.12574	2001	1	21	6:00:00 PM	4.49	1.08	1000.081	78.699	4.08	3.18	5.81	100.62
51.50853-0.12574	51.50853	0.12574	2001	1	21	9:00:00 PM	4.85	1.29	999.601	77.5	3.83	7.48	14.92	103.22
51.50853-0.12574	51.50853	0.12574	2001	1	22	12:00:00 AM	4.2	1.38	1000.583	82	4.004	6.33	18.33	107.87
51.50853-0.12574	51.50853	0.12574	2001	1	22	3:00:00 AM	3.7	1.79	1001.683	87.2	2.475	22.69	4.37	103.18
51.50853-0.12574	51.50853	0.12574	2001	1	22	6:00:00 AM	3.33	0.85	1002.277	84.1	2.468	9.93	4.94	106.71
51.50853-0.12574	51.50853	0.12574	2001	1	22	9:00:00 AM	2.86	-0.05	1002.669	80.9	3.183	15.17	8.81	101.89
51.50853-0.12574	51.50853	0.12574	2001	1	22	12:00:00 PM	2.19	-1.35	1003.584	77.7	4.104	18.53	3.01	106.70
51.50853-0.12574	51.50853	0.12574	2001	1	22	3:00:00 PM	2.05	-1.25	1005.637	78.6	4.755	13.36	11.88	100.57
51.50853-0.12574	51.50853	0.12574	2001	1	22	6:00:00 PM	4.6	-1.25	1007.079	65.6	5.921	0.45	16.47	109.55
51.50853-0.12574	51.50853	0.12574	2001	1	22	9:00:00 PM	4.74	-1.63	1008.024	63.6	6.242	8.83	9.40	100.41
51.50853-0.12574	51.50853	0.12574	2001	1	23	12:00:00 AM	2.87	-1.14	1010.306	75.3	5.956	3.85	-1.34	107.62
51.50853-0.12574	51.50853	0.12574	2001	1	23	3:00:00 AM	2.02	-1.39	1012.884	78.108	5.696	15.32	2.28	106.79
51.50853-0.12574	51.50853	0.12574	2001	1	23	6:00:00 AM	1.84	-1.89	1014.069	76.239	5.472	19.20	0.53	104.62
51.50853-0.12574	51.50853	0.12574	2001	1	23	9:00:00 AM	1.46	-3.45	1014.928	69.92	6.289	19.57	4.66	101.77
51.50853-0.12574	51.50853	0.12574	2001	1	23	12:00:00 PM	0.9	-6.14	1016.426	59.434	6.886	22.14	6.49	108.65
51.50853-0.12574	51.50853	0.12574	2001	1	23	3:00:00 PM	1.31	-7.15	1018.841	53.309	7.21	2.60	7.03	104.25
51.50853-0.12574	51.50853	0.12574	2001	1	23	6:00:00 PM	3.23	-8.69	1020.314	41.127	8.377	8.38	2.91	102.46
51.50853-0.12574	51.50853	0.12574	2001	1	23	9:00:00 PM	3.14	-7.23	1020.948	46.218	7.902	13.69	9.48	100.00
51.50853-0.12574	51.50853	0.12574	2001	1	24	12:00:00 AM	1.89	-5.83	1022.998	56.8	7.272	1.26	9.80	107.74
51.50853-0.12574	51.50853	0.12574	2001	1	24	3:00:00 AM	1.6	-5.85	1025.15	57.7	6.715	0.62	-1.30	106.49
51.50853-0.12574	51.50853	0.12574	2001	1	24	6:00:00 AM	1.37	-5.05	1026.627	62.7	6.094	15.26	0.94	108.38
51.50853-0.12574	51.50853	0.12574	2001	1	24	9:00:00 AM	1.13	-4.71	1027.925	64.933	5.612	24.68	15.19	106.53
51.50853-0.12574	51.50853	0.12574	2001	1	24	12:00:00 PM	0.92	-4.32	1029.258	67.763	5.404	24.87	5.28	100.70
51.50853-0.12574	51.50853	0.12574	2001	1	24	3:00:00 PM	1.34	-4.7	1031.635	63.692	5.631	9.67	4.74	108.09
51.50853-0.12574	51.50853	0.12574	2001	1	24	6:00:00 PM	3.7	-5.95	1032.876	49.415	6.344	8.17	0.18	106.59
51.50853-0.12574	51.50853	0.12574	2001	1	24	9:00:00 PM	4.85	-1.43	1021.646	63.676	6.92	4.87	6.51	109.73
51.50853-0.12574	51.50853	0.12574	2001	1	25	12:00:00 AM	1.89	-3.45	1034.467	67.766	4.493	23.42	5.20	106.22
51.50853-0.12574	51.50853	0.12574	2001	1	25	3:00:00 AM	1.24	-3.75	1035.848	69.4	3.428	12.97	2.51	101.87
51.50853-0.12574	51.50853	0.12574	2001	1	25	6:00:00 AM	0.55	-3.93	1036.033	71.936	2.542	8.46	6.13	108.12
51.50853-0.12574	51.50853	0.12574	2001	1	25	9:00:00 AM	0.07	-3.46	1035.77	77.436	2.485	22.50	3.53	105.05
51.50853-0.12574	51.50853	0.12574	2001	1	25	12:00:00 PM	0.07	-1.6	1035.8	88.316	2.139	8.39	19.65	108.00
51.50853-0.12574	51.50853	0.12574	2001	1	25	3:00:00 PM	0.54	-0.81	1036.453	90.752	2.321	9.09	9.39	107.34
51.50853-0.12574	51.50853	0.12574	2001	1	25	6:00:00 PM	3.75	-1.45	1035.849	69.039	2.324	8.12	18.41	107.67
51.50853-0.12574	51.50853	0.12574	2001	1	25	9:00:00 PM	4.59	-1.52	1034.405	64.42	2.841	0.98	-2.63	109.41
51.50853-0.12574	51.50853	0.12574	2001	1	26	12:00:00 AM	2.24	-0.55	1034.275	81.9	2.329	2.45	12.54	104.66
